,Attrition,BusinessTravel,DailyRate,Department,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
186,0,Travel_Rarely,989,Research & Development,253,4,46,3,5,Manager,3,19033,6499,1,No,14,3,2,1,21,2,3,20,8,9,9
187,0,Travel_Rarely,692,Research & Development,254,3,61,4,5,Research Director,2,18722,13339,8,No,11,3,4,0,36,3,3,24,15,2,15
188,0,Travel_Frequently,1069,Research & Development,256,4,45,2,2,Manufacturing Director,3,9547,14074,1,No,17,3,3,0,10,2,2,10,9,1,9
189,0,Travel_Rarely,313,Research & Development,258,4,98,3,4,Healthcare Representative,2,13734,7192,3,No,18,3,3,0,21,6,3,7,7,1,0
190,0,Travel_Rarely,699,Research & Development,259,3,65,2,5,Manager,3,19999,5678,0,No,14,3,1,1,34,5,3,33,18,11,9
191,0,Travel_Rarely,894,Research & Development,260,4,99,3,1,Research Scientist,2,2279,11781,1,No,16,3,4,0,7,2,2,7,7,0,3
192,1,Travel_Rarely,556,Research & Development,261,2,50,2,2,Manufacturing Director,3,5916,15497,3,Yes,13,3,1,0,8,1,3,1,0,0,1
193,0,Non-Travel,1344,Research & Development,262,4,37,4,1,Research Scientist,4,2089,5228,4,No,14,3,4,3,7,3,4,5,4,2,2
194,0,Non-Travel,1195,Research & Development,264,1,65,2,4,Manager,4,16792,20462,9,No,23,4,4,1,22,1,3,20,8,11,8
195,0,Travel_Rarely,290,Research & Development,267,2,65,4,1,Research Scientist,1,3564,22977,1,Yes,12,3,1,1,8,3,2,8,7,1,7
196,0,Travel_Frequently,138,Research & Development,269,2,37,3,2,Laboratory Technician,2,4425,15986,5,No,11,3,4,0,10,5,3,6,2,1,2
197,0,Non-Travel,926,Research & Development,270,3,36,3,2,Manufacturing Director,3,5265,16439,2,No,16,3,2,1,11,5,3,5,3,0,2
198,0,Travel_Rarely,1261,Research & Development,271,4,88,3,2,Manufacturing Director,3,6553,7259,9,No,14,3,2,0,14,3,3,1,0,0,0
199,0,Travel_Rarely,1084,Research & Development,273,4,54,3,2,Manufacturing Director,4,6261,4185,3,No,18,3,1,1,9,3,1,7,7,1,7
200,0,Travel_Frequently,472,Research & Development,274,3,60,2,2,Manufacturing Director,1,4298,9679,5,No,19,3,3,1,6,1,3,2,2,2,0
201,0,Non-Travel,1002,Research & Development,275,4,92,3,2,Manufacturing Director,4,6804,23793,1,Yes,15,3,1,2,7,0,3,7,7,1,7
202,0,Travel_Frequently,878,Research & Development,277,4,43,3,1,Research Scientist,3,3815,5972,1,Yes,17,3,4,1,5,4,4,5,3,2,0
203,0,Travel_Rarely,905,Research & Development,281,3,99,3,2,Laboratory Technician,4,2741,16523,8,Yes,15,3,3,1,15,2,4,7,2,3,7
204,1,Travel_Rarely,1180,Research & Development,282,2,70,3,2,Healthcare Representative,1,6673,11354,7,Yes,19,3,2,0,17,2,3,1,0,0,0
205,1,Travel_Rarely,121,Sales,283,2,35,3,3,Sales Executive,4,7639,24525,1,No,22,4,4,3,10,3,2,10,4,1,9
206,0,Travel_Rarely,1136,Research & Development,284,4,60,4,1,Research Scientist,2,2328,12392,1,Yes,16,3,1,1,4,2,2,4,2,2,2
207,0,Travel_Frequently,635,Research & Development,286,2,73,3,1,Laboratory Technician,4,2153,7703,1,No,13,3,1,0,8,2,3,8,1,1,7
208,0,Non-Travel,1151,Research & Development,287,4,63,2,2,Healthcare Representative,4,4876,14242,9,No,14,3,4,1,5,5,1,3,2,0,2
209,0,Travel_Rarely,644,Research & Development,288,4,97,3,3,Healthcare Representative,1,9396,12368,7,No,16,3,3,1,17,3,3,4,2,0,3
210,1,Travel_Rarely,1045,Sales,291,4,32,1,3,Sales Executive,4,10400,25812,1,No,11,3,3,0,14,2,2,14,8,9,8
211,0,Non-Travel,829,Research & Development,292,3,88,2,3,Manufacturing Director,3,8474,20925,1,No,22,4,3,0,12,2,3,11,8,5,8
212,0,Travel_Frequently,1242,Sales,293,4,90,3,2,Sales Executive,3,9981,12916,1,No,14,3,4,0,7,2,3,7,7,0,7
213,0,Travel_Rarely,1469,Research & Development,296,2,81,2,3,Research Director,2,12490,15736,5,No,16,3,4,2,16,5,1,10,9,4,7
214,1,Travel_Rarely,1005,Research & Development,297,4,88,3,1,Research Scientist,1,2657,8556,5,Yes,11,3,3,0,8,5,3,5,2,0,4
215,0,Travel_Rarely,896,Sales,298,4,75,3,3,Manager,4,13591,14674,3,Yes,18,3,3,0,16,3,3,1,0,0,0
216,1,Travel_Frequently,334,Sales,299,3,52,2,2,Sales Executive,1,6696,22967,5,No,15,3,3,0,9,5,2,6,3,0,1
217,1,Travel_Rarely,992,Research & Development,300,3,85,3,1,Research Scientist,3,2058,19757,0,No,14,3,4,0,7,1,2,6,2,1,5
218,0,Non-Travel,1052,Sales,302,4,57,2,3,Sales Executive,4,8865,16840,6,No,12,3,4,0,23,2,3,19,7,12,8
219,0,Travel_Rarely,1147,Sales,303,4,52,3,2,Sales Executive,1,5940,17011,2,No,14,3,4,1,16,4,3,6,2,0,5
220,0,Travel_Rarely,1396,Research & Development,304,4,62,3,2,Laboratory Technician,2,5914,9945,8,No,16,3,4,0,16,3,4,13,11,3,7
221,0,Travel_Rarely,147,Research & Development,305,3,47,2,1,Research Scientist,2,2622,13248,6,No,21,4,4,0,7,3,3,3,2,1,1
222,0,Travel_Frequently,663,Research & Development,306,2,47,3,3,Research Director,4,12185,10056,1,Yes,14,3,3,3,10,1,3,10,8,0,7
223,0,Travel_Rarely,119,Sales,307,1,76,3,3,Sales Executive,3,10609,9647,0,No,12,3,3,2,17,6,2,16,10,5,13
224,0,Non-Travel,979,Research & Development,308,3,90,1,2,Manufacturing Director,3,4345,4381,0,No,12,3,4,1,6,2,3,5,4,1,4
225,0,Travel_Rarely,142,Research & Development,309,3,70,2,1,Research Scientist,4,2177,8456,3,No,17,3,1,1,7,6,3,1,0,0,0
226,0,Travel_Frequently,319,Sales,311,1,41,3,1,Sales Representative,4,2793,2539,4,No,17,3,3,1,13,2,3,9,8,5,8
227,0,Travel_Frequently,1413,Sales,312,2,42,3,3,Sales Executive,4,7918,6599,1,No,14,3,4,1,11,5,3,11,10,4,1
228,0,Travel_Frequently,944,Sales,314,3,92,3,3,Sales Executive,3,8789,9096,1,No,14,3,1,0,10,3,4,10,7,0,8
229,1,Travel_Rarely,896,Research & Development,315,3,86,2,1,Research Scientist,4,2389,14961,1,Yes,13,3,3,0,4,3,2,4,3,0,1
230,0,Travel_Rarely,1323,Research & Development,316,3,89,2,1,Laboratory Technician,4,3212,3300,7,No,15,3,2,0,6,3,2,2,2,2,2
231,0,Travel_Rarely,532,Research & Development,319,3,58,3,5,Manager,4,19232,4933,1,No,11,3,4,0,22,3,3,22,17,11,15
232,0,Travel_Rarely,818,Human Resources,321,2,52,3,1,Human Resources,3,2267,25657,8,No,17,3,4,0,7,2,2,2,2,2,2
233,0,Travel_Rarely,854,Sales,323,4,68,3,5,Manager,4,19517,24118,3,No,11,3,3,1,32,3,2,7,0,0,6
234,1,Travel_Rarely,813,Research & Development,325,3,58,3,1,Laboratory Technician,4,2436,22149,5,Yes,13,3,3,1,8,2,1,5,4,0,4
235,0,Travel_Rarely,1034,Sales,327,4,80,3,4,Manager,4,16064,7744,5,Yes,22,4,3,1,22,3,3,17,13,1,9
236,1,Travel_Rarely,465,Research & Development,328,1,39,3,1,Laboratory Technician,1,2707,21509,7,No,20,4,1,0,13,3,4,9,7,1,7
237,0,Non-Travel,771,Sales,329,1,79,2,5,Manager,3,19068,21030,1,Yes,18,3,4,0,33,2,4,33,7,15,12
238,0,Travel_Rarely,1401,Sales,330,3,56,3,1,Sales Representative,2,3931,20990,2,No,11,3,1,1,6,5,3,4,3,1,2
239,1,Travel_Rarely,515,Research & Development,331,4,62,2,1,Laboratory Technician,3,3730,9571,0,Yes,14,3,4,0,4,2,1,3,2,1,2
240,0,Travel_Rarely,1431,Research & Development,332,3,96,3,1,Laboratory Technician,3,2232,15417,7,No,14,3,3,3,7,1,3,3,2,1,2
241,0,Non-Travel,976,Sales,333,3,100,3,2,Sales Executive,4,4465,12069,0,No,18,3,1,0,4,2,3,3,2,2,2
242,0,Travel_Rarely,1411,Research & Development,334,3,36,3,2,Research Scientist,1,3072,19877,2,No,16,3,1,2,17,2,2,1,0,0,0
243,0,Travel_Rarely,1300,Research & Development,335,1,62,3,2,Research Scientist,4,3319,24447,1,No,17,3,1,2,9,3,3,9,8,4,7
244,0,Travel_Rarely,252,Research & Development,336,3,70,4,5,Manager,4,19202,15970,0,No,11,3,3,1,25,2,3,24,0,1,7
245,0,Travel_Frequently,1327,Research & Development,337,2,73,3,3,Research Director,3,13675,13523,9,No,12,3,1,1,9,3,3,2,2,2,2
246,0,Travel_Rarely,832,Research & Development,338,3,63,2,1,Research Scientist,4,2911,14776,1,No,13,3,3,1,2,2,2,2,2,0,2
247,0,Travel_Rarely,470,Research & Development,339,4,84,2,2,Manufacturing Director,1,5957,23687,6,No,13,3,2,1,13,3,3,11,9,5,9
248,0,Travel_Rarely,1017,Research & Development,340,3,83,2,1,Research Scientist,1,3920,18697,2,No,14,3,1,1,17,2,2,3,1,0,2
249,0,Travel_Frequently,1199,Research & Development,341,1,77,4,2,Manufacturing Director,3,6434,5118,4,No,17,3,4,1,9,1,3,3,2,0,2
250,1,Travel_Frequently,504,Research & Development,342,1,61,3,3,Manufacturing Director,3,10048,22573,6,No,11,3,2,2,17,5,3,1,0,0,0
251,0,Travel_Frequently,505,Research & Development,343,3,64,3,3,Healthcare Representative,3,10938,6420,0,No,25,4,4,0,20,1,3,19,6,11,8
252,0,Travel_Rarely,665,Research & Development,346,3,60,3,1,Research Scientist,4,2340,22673,1,No,19,3,1,0,6,1,3,6,5,1,5
253,0,Travel_Rarely,916,Research & Development,347,4,82,4,2,Research Scientist,1,6545,23016,3,Yes,13,3,3,0,10,1,3,3,2,0,2
254,0,Travel_Rarely,1247,Sales,349,4,45,3,2,Sales Executive,4,6931,10732,2,No,14,3,4,1,10,2,3,3,2,0,2
255,0,Travel_Rarely,685,Research & Development,350,1,62,3,2,Manufacturing Director,3,4898,7505,0,No,12,3,4,2,5,3,3,4,2,1,2
256,0,Travel_Rarely,269,Research & Development,351,4,56,2,1,Laboratory Technician,1,2593,8007,0,Yes,11,3,3,1,10,4,3,9,6,7,8
257,0,Travel_Rarely,1416,Research & Development,352,1,49,3,5,Research Director,3,19436,5949,0,No,19,3,4,1,22,5,3,21,7,3,9
258,0,Travel_Rarely,833,Research & Development,353,3,96,3,1,Research Scientist,4,2723,23231,1,No,11,3,2,0,1,0,2,1,0,0,0
259,1,Travel_Frequently,307,Research & Development,355,3,71,2,1,Laboratory Technician,2,3479,11652,0,No,11,3,2,0,6,2,4,5,4,1,4
260,0,Travel_Frequently,1311,Research & Development,359,2,100,4,1,Laboratory Technician,2,2794,26062,1,No,20,4,3,0,5,3,1,5,1,0,3
261,0,Non-Travel,1327,Sales,361,4,39,2,2,Sales Executive,4,5249,19682,3,No,18,3,4,1,13,0,3,8,7,7,5
262,0,Travel_Rarely,128,Research & Development,362,4,84,2,2,Laboratory Technician,1,2176,19737,4,No,13,3,4,0,9,5,3,6,2,0,4
263,0,Travel_Rarely,488,Sales,363,3,75,1,4,Manager,2,16872,14977,3,Yes,12,3,2,1,28,2,2,7,7,7,7
264,1,Travel_Rarely,529,Research & Development,364,1,79,3,1,Laboratory Technician,3,3485,14935,2,No,11,3,3,0,5,5,1,0,0,0,0
265,0,Travel_Rarely,1210,Sales,366,1,78,2,2,Sales Executive,2,6644,3687,2,No,19,3,2,2,10,2,3,0,0,0,0
266,0,Travel_Rarely,1463,Research & Development,367,2,64,2,2,Healthcare Representative,4,5582,14408,0,No,21,4,2,1,10,2,3,9,0,7,8
267,0,Non-Travel,675,Research & Development,369,2,85,4,2,Healthcare Representative,1,4000,18384,1,No,12,3,4,2,6,2,3,6,3,1,5
268,0,Travel_Rarely,1385,Research & Development,372,3,79,3,4,Healthcare Representative,4,13496,7501,0,Yes,14,3,2,0,21,2,3,20,7,4,10
269,0,Travel_Rarely,1403,Research & Development,373,4,47,3,1,Laboratory Technician,4,3210,20251,0,No,11,3,3,1,16,4,3,15,13,10,11
270,0,Travel_Rarely,452,Research & Development,374,4,81,3,5,Manager,1,19045,18938,0,Yes,14,3,3,0,37,2,3,36,10,4,13
271,1,Non-Travel,666,Research & Development,376,1,88,3,3,Manager,2,11849,10268,1,Yes,12,3,4,1,10,2,2,10,7,9,9
272,0,Travel_Rarely,1158,Research & Development,377,4,94,3,1,Research Scientist,4,2070,2613,1,No,23,4,4,1,5,3,2,5,2,0,4
273,0,Travel_Rarely,228,Sales,378,3,98,3,2,Sales Executive,4,6502,22825,4,No,14,3,2,1,7,5,4,5,4,0,1
274,0,Travel_Rarely,996,Research & Development,379,4,100,2,1,Research Scientist,3,3230,10531,1,No,17,3,1,0,3,4,4,3,2,1,0
275,0,Non-Travel,728,Research & Development,380,1,80,3,3,Research Director,4,13603,11677,2,Yes,18,3,1,2,15,2,3,5,2,0,2
276,0,Travel_Rarely,1315,Research & Development,381,2,71,4,3,Manager,2,11996,19100,7,No,18,3,2,1,10,6,2,7,7,6,2
277,0,Travel_Rarely,322,Sales,382,1,44,4,2,Sales Executive,1,5605,19191,1,Yes,24,4,3,1,8,3,3,8,0,7,7
278,0,Travel_Frequently,1479,Research & Development,384,3,84,3,2,Manufacturing Director,2,6397,26767,1,No,20,4,1,1,6,6,1,6,5,1,4
279,0,Travel_Rarely,797,Research & Development,385,1,96,3,5,Research Director,2,19144,15815,3,No,14,3,1,2,28,4,2,10,4,1,6
280,0,Travel_Rarely,1070,Research & Development,386,3,45,3,4,Research Director,3,17584,21016,3,Yes,16,3,4,3,21,5,2,5,3,1,3
281,0,Travel_Rarely,635,Sales,387,2,99,3,2,Sales Executive,3,4907,24532,1,No,25,4,3,0,20,3,3,20,16,11,6
282,0,Travel_Frequently,442,Sales,388,2,44,3,2,Sales Executive,4,4554,20260,1,No,18,3,1,0,10,3,2,10,7,0,9
283,0,Travel_Rarely,147,Research & Development,389,2,37,3,2,Laboratory Technician,4,5415,15972,3,Yes,19,3,4,1,12,4,3,10,7,0,8
284,0,Travel_Frequently,496,Research & Development,390,1,60,3,2,Healthcare Representative,1,4741,22722,1,Yes,13,3,3,1,5,3,3,5,3,3,3
285,0,Travel_Rarely,1372,Research & Development,391,4,42,3,1,Research Scientist,4,2115,15881,1,No,12,3,2,0,17,3,3,17,12,5,7
286,1,Travel_Frequently,920,Research & Development,392,4,43,3,1,Laboratory Technician,3,3161,19920,3,Yes,22,4,4,1,19,0,1,1,0,0,0
287,0,Travel_Rarely,688,Research & Development,393,4,82,3,2,Healthcare Representative,4,5745,18899,9,No,14,3,2,1,10,2,3,2,2,1,2
288,1,Travel_Rarely,1449,Research & Development,394,1,45,3,1,Laboratory Technician,2,2373,14180,2,Yes,13,3,4,1,5,2,3,3,2,0,2
289,0,Travel_Rarely,1117,Research & Development,395,4,66,3,1,Research Scientist,4,3310,4488,1,No,21,4,4,0,5,3,3,5,3,0,2
290,0,Travel_Frequently,636,Research & Development,396,3,35,3,5,Research Director,1,18665,25594,9,Yes,11,3,4,0,22,4,3,3,2,1,2
291,0,Travel_Rarely,506,Research & Development,397,3,30,3,2,Research Scientist,2,4485,26285,4,No,12,3,4,0,10,2,3,8,0,7,7
292,0,Travel_Frequently,444,Sales,399,4,84,3,1,Sales Representative,2,2789,3909,1,No,11,3,3,1,2,5,2,2,2,2,2
293,1,Travel_Rarely,950,Sales,401,4,48,2,2,Sales Executive,4,5828,8450,1,Yes,12,3,2,0,8,0,3,8,7,7,4
294,0,Travel_Frequently,889,Research & Development,403,2,53,3,1,Research Scientist,4,2326,11411,1,Yes,12,3,3,3,4,3,2,4,2,1,2
295,0,Travel_Frequently,555,Sales,404,3,77,3,4,Sales Executive,2,13525,14864,5,No,14,3,4,1,23,2,4,20,4,4,8
296,1,Travel_Rarely,230,Research & Development,405,3,54,3,1,Laboratory Technician,3,1420,25233,1,No,13,3,3,0,0,2,3,0,0,0,0
297,0,Travel_Rarely,1232,Sales,406,3,96,3,3,Sales Executive,2,8020,5100,0,No,15,3,3,2,12,3,2,11,9,6,9
298,0,Travel_Frequently,566,Research & Development,407,3,81,4,1,Laboratory Technician,4,3688,7122,4,No,18,3,4,2,4,2,3,1,0,0,0
299,0,Travel_Rarely,1302,Research & Development,408,4,84,1,2,Manufacturing Director,2,5482,16321,5,No,18,3,4,1,13,3,3,4,1,1,2
300,0,Travel_Rarely,334,Sales,410,4,88,3,4,Manager,2,16015,15896,1,No,19,3,2,0,22,2,3,22,10,0,4
301,0,Travel_Rarely,812,Sales,411,4,69,2,1,Sales Representative,3,1200,9724,1,No,12,3,1,0,0,2,3,0,0,0,0
302,0,Travel_Rarely,1476,Research & Development,412,2,68,4,2,Healthcare Representative,1,5661,4824,0,No,19,3,3,0,9,2,3,8,3,0,7
303,0,Travel_Rarely,218,Sales,416,2,100,4,2,Sales Executive,4,6929,12241,4,No,11,3,2,1,10,3,2,8,7,7,7
304,0,Travel_Rarely,1132,Research & Development,417,3,48,4,3,Healthcare Representative,4,9613,10942,0,No,17,3,1,3,19,5,2,18,10,3,7
305,0,Non-Travel,1105,Research & Development,419,2,47,3,2,Laboratory Technician,2,5674,6927,7,No,15,3,3,1,11,3,3,9,8,0,8
306,0,Travel_Rarely,906,Sales,420,4,91,2,2,Sales Executive,3,5484,16985,1,No,14,3,3,1,13,3,2,13,8,4,8
307,0,Travel_Rarely,849,Research & Development,421,1,81,2,3,Research Director,2,12061,26707,3,No,17,3,3,1,19,2,3,10,8,0,1
308,0,Non-Travel,390,Research & Development,422,4,32,1,2,Healthcare Representative,3,5660,17056,2,Yes,13,3,4,1,12,2,3,5,3,1,2
309,0,Travel_Rarely,691,Research & Development,423,3,86,3,1,Research Scientist,4,4821,10077,0,Yes,12,3,3,1,6,4,3,5,2,0,3
310,0,Travel_Rarely,106,Human Resources,424,1,62,2,2,Human Resources,1,6410,17822,3,No,12,3,4,0,9,1,3,2,2,1,0
311,0,Travel_Frequently,1249,Research & Development,425,1,97,3,3,Laboratory Technician,1,5210,20308,1,No,18,3,1,1,24,2,3,24,9,9,11
312,0,Travel_Rarely,192,Research & Development,426,3,32,3,1,Research Scientist,4,2695,7747,0,Yes,18,3,2,1,3,2,1,2,2,2,2
313,0,Travel_Frequently,553,Research & Development,428,4,74,3,3,Manager,2,11878,23364,6,No,11,3,2,2,12,2,3,10,6,8,8
314,0,Travel_Rarely,117,Research & Development,429,3,99,3,4,Manager,1,17068,5355,1,Yes,14,3,4,0,21,3,3,21,9,11,10
315,0,Travel_Frequently,185,Research & Development,430,3,33,3,1,Laboratory Technician,4,2455,10675,0,No,19,3,1,0,9,5,3,8,7,1,7
316,0,Travel_Rarely,1091,Research & Development,431,3,90,2,4,Healthcare Representative,3,13964,17810,7,Yes,12,3,4,0,25,2,3,7,1,0,7
317,1,Travel_Rarely,723,Research & Development,433,3,85,2,2,Research Scientist,2,4941,17747,2,No,15,3,1,0,11,3,2,8,2,7,7
318,0,Travel_Rarely,1220,Research & Development,434,3,85,3,1,Research Scientist,2,2478,20938,1,Yes,12,3,2,0,4,2,2,4,3,1,2
319,0,Travel_Rarely,588,Sales,436,3,65,2,2,Sales Executive,2,5228,24624,1,Yes,11,3,4,0,13,2,3,13,12,11,9
320,0,Travel_Rarely,1377,Sales,437,4,74,3,2,Sales Executive,3,4478,5242,1,Yes,11,3,1,0,5,3,3,5,4,0,4
321,0,Travel_Rarely,691,Sales,438,4,73,3,2,Sales Executive,4,7547,7143,4,No,12,3,4,3,13,3,3,7,7,1,7
322,0,Travel_Rarely,1018,Research & Development,439,1,74,4,2,Research Scientist,4,5055,10557,7,No,16,3,3,0,10,0,2,7,7,0,7
323,1,Travel_Rarely,1157,Research & Development,440,1,84,1,1,Research Scientist,4,3464,24737,5,Yes,13,3,4,0,5,4,2,3,2,2,2
324,0,Travel_Rarely,1275,Research & Development,441,4,64,3,2,Research Scientist,4,5775,11934,1,No,13,3,4,2,11,2,3,10,8,1,9
325,0,Travel_Frequently,798,Research & Development,442,3,48,2,3,Manufacturing Director,3,8943,14034,1,No,24,4,1,1,10,2,3,10,9,8,9
326,0,Travel_Frequently,672,Research & Development,444,3,54,2,5,Manager,4,19272,21141,1,No,15,3,1,1,21,2,3,21,9,13,3
327,1,Travel_Rarely,1162,Sales,445,4,41,3,2,Sales Executive,3,5238,17778,4,Yes,18,3,1,0,12,3,2,1,0,0,0
328,0,Travel_Frequently,508,Sales,446,2,46,2,2,Sales Executive,4,4682,4317,3,No,14,3,3,0,9,6,2,7,7,0,1
329,0,Travel_Rarely,1482,Research & Development,447,4,42,3,5,Research Director,3,18300,16375,4,No,11,3,2,1,21,2,3,3,2,1,1
330,0,Travel_Frequently,559,Research & Development,448,3,82,2,2,Laboratory Technician,3,5257,6227,1,No,11,3,2,1,9,3,4,9,7,0,0
331,0,Non-Travel,210,Sales,449,3,73,3,2,Sales Executive,2,6349,22107,0,Yes,13,3,4,1,6,0,3,5,4,1,4
332,0,Travel_Frequently,928,Research & Development,450,4,31,3,2,Research Scientist,3,4869,16885,3,No,12,3,4,0,20,4,2,4,3,0,3
333,0,Travel_Rarely,1001,Research & Development,451,3,43,3,3,Healthcare Representative,1,9985,9262,8,No,16,3,1,1,10,1,2,1,0,0,0
334,0,Travel_Rarely,549,Research & Development,452,4,75,3,2,Research Scientist,4,3697,9278,9,No,14,3,1,2,12,3,3,10,9,9,8
335,0,Travel_Rarely,1124,Sales,453,2,57,1,2,Sales Executive,4,7457,13273,2,Yes,22,4,3,3,6,2,2,4,3,0,2
336,1,Travel_Rarely,318,Research & Development,454,2,77,1,1,Laboratory Technician,1,2119,4759,1,Yes,11,3,4,0,7,4,2,7,7,0,7
337,0,Travel_Rarely,738,Research & Development,455,2,30,2,1,Laboratory Technician,4,3983,7621,0,No,17,3,3,0,4,2,3,3,2,2,2
338,0,Travel_Rarely,570,Sales,456,4,30,2,2,Sales Executive,3,6118,5431,1,No,13,3,3,3,10,2,3,10,9,1,2
339,0,Travel_Rarely,1130,Sales,458,2,56,3,2,Sales Executive,2,6214,3415,1,No,18,3,1,1,8,3,3,8,7,0,7
340,0,Travel_Rarely,1192,Research & Development,460,4,61,3,2,Manufacturing Director,4,6347,23177,7,No,16,3,3,2,8,2,2,6,2,0,4
341,0,Travel_Rarely,343,Research & Development,461,3,92,2,3,Research Director,4,11510,15682,0,Yes,14,3,2,1,12,3,3,11,10,2,9
342,0,Travel_Rarely,1232,Research & Development,462,3,39,3,3,Manufacturing Director,4,7143,25713,1,Yes,14,3,3,0,11,2,2,11,9,4,10
343,0,Travel_Rarely,144,Sales,463,4,39,2,2,Sales Executive,2,8268,11866,1,Yes,14,3,1,2,7,2,3,7,7,1,7
344,0,Travel_Rarely,1296,Research & Development,464,3,62,3,3,Manufacturing Director,2,8095,18264,0,No,13,3,4,0,17,5,3,16,6,0,13
345,0,Travel_Rarely,1309,Research & Development,465,3,83,3,1,Research Scientist,4,2904,16092,1,No,12,3,3,2,4,2,2,4,2,0,2
346,0,Travel_Rarely,483,Research & Development,466,4,95,2,2,Manufacturing Director,2,6032,10110,6,Yes,15,3,4,0,8,3,3,5,4,1,2
347,0,Travel_Frequently,1309,Sales,467,2,99,3,2,Sales Representative,3,2976,25751,3,No,19,3,1,0,5,3,3,0,0,0,0
348,0,Travel_Rarely,810,Research & Development,468,1,44,3,4,Research Director,4,15992,15901,2,No,14,3,2,0,16,2,3,1,0,0,0
349,0,Non-Travel,746,Sales,469,4,61,3,2,Sales Executive,3,4649,16928,1,No,14,3,1,1,4,3,2,4,3,0,2
350,0,Travel_Rarely,544,Human Resources,470,3,52,3,1,Human Resources,3,2696,24017,0,Yes,11,3,3,1,4,5,3,3,2,1,0
351,0,Travel_Rarely,1062,Research & Development,471,3,75,3,1,Laboratory Technician,2,2370,3956,1,No,13,3,3,1,8,4,3,8,0,0,7
352,0,Travel_Rarely,530,Sales,473,1,91,3,3,Manager,3,12504,23978,3,No,21,4,2,1,15,3,1,0,0,0,0
353,0,Travel_Rarely,1319,Research & Development,474,3,51,4,2,Research Scientist,1,5974,17001,4,Yes,13,3,1,2,13,2,3,7,7,6,7
354,0,Non-Travel,641,Sales,475,4,85,3,2,Sales Executive,3,4736,6069,7,Yes,12,3,2,1,4,2,4,2,2,2,2
355,0,Travel_Rarely,933,Sales,476,3,57,3,2,Sales Executive,3,5296,20156,1,No,17,3,2,1,8,3,3,8,7,7,7
356,0,Travel_Rarely,1332,Research & Development,477,1,98,2,2,Healthcare Representative,4,6781,17078,3,No,23,4,2,0,14,6,3,1,0,0,0
357,1,Travel_Frequently,756,Sales,478,1,99,2,1,Sales Representative,2,2174,9150,1,Yes,11,3,3,0,3,3,3,3,2,1,2
358,0,Non-Travel,845,Sales,479,4,45,3,2,Sales Executive,4,6653,15276,4,No,15,3,2,0,7,6,3,1,0,0,0
359,0,Travel_Frequently,541,Sales,481,1,48,2,3,Sales Executive,4,9699,7246,4,No,11,3,1,1,16,2,3,13,9,1,12
360,0,Travel_Rarely,593,Research & Development,482,4,88,3,2,Healthcare Representative,3,6755,2967,2,No,11,3,3,0,15,2,3,3,2,1,2
361,0,Travel_Rarely,1171,Research & Development,483,4,46,4,1,Laboratory Technician,3,2213,22495,3,Yes,13,3,3,1,10,3,3,7,7,1,7
362,0,Non-Travel,895,Sales,484,1,39,3,1,Sales Representative,4,2610,2851,1,No,24,4,3,0,3,3,2,3,2,2,2
363,1,Travel_Rarely,350,Sales,485,4,34,3,1,Sales Representative,3,2851,9150,1,Yes,13,3,2,0,1,2,3,1,0,0,0
364,0,Travel_Rarely,921,Research & Development,486,3,98,3,1,Laboratory Technician,1,3452,17663,6,No,20,4,2,1,17,3,3,5,4,0,3
365,0,Non-Travel,1144,Research & Development,487,3,30,3,2,Manufacturing Director,3,5258,16044,2,No,14,3,3,0,7,2,4,1,0,0,0
366,1,Travel_Frequently,143,Sales,488,1,56,3,2,Sales Executive,2,9355,9558,1,No,18,3,3,0,8,5,3,8,7,7,7
367,0,Travel_Rarely,1046,Research & Development,491,4,100,2,3,Healthcare Representative,4,10496,2755,6,No,15,3,4,0,20,2,3,4,3,1,3
368,1,Travel_Rarely,575,Sales,492,3,68,2,2,Sales Executive,3,6380,6110,2,Yes,12,3,1,2,8,6,3,6,4,1,0
369,0,Travel_Rarely,408,Research & Development,493,3,42,2,1,Research Scientist,2,2657,7551,0,Yes,16,3,4,0,3,5,3,2,2,2,2
370,1,Travel_Rarely,156,Sales,494,3,90,4,1,Sales Representative,2,2716,25422,1,No,15,3,4,0,1,0,3,1,0,0,0
371,0,Travel_Rarely,1283,Research & Development,495,4,54,3,1,Research Scientist,4,2201,18168,9,No,16,3,4,0,6,4,3,3,2,1,2
372,0,Travel_Rarely,755,Research & Development,496,3,97,2,2,Healthcare Representative,2,6540,19394,9,No,19,3,3,0,10,5,3,1,1,0,0
373,0,Travel_Rarely,1469,Research & Development,497,4,82,3,1,Laboratory Technician,2,3816,17881,1,No,11,3,2,1,5,2,3,5,2,0,4
374,0,Travel_Rarely,304,Sales,498,2,92,3,2,Sales Executive,4,5253,20750,1,No,16,3,4,0,7,1,3,7,5,0,7
375,0,Travel_Rarely,1261,Research & Development,499,2,31,2,3,Healthcare Representative,3,10965,12066,8,No,24,4,3,0,26,2,3,5,2,0,0
